text,label
encrypted payload,T1027
Embedded encrypted payload,T1027
DLL has an encrypted payload embedded in it.,T1027
The embedded DLL,T1027
side loading “ffmpeg.dll”.,T1574.002
that have Base64 and AES encrypted C2’s appended to them,T1573.001
using NetWkstaGetInfo() API.,T1106
"domain name, Hostname and OS Version",T1082
The info stealer also collects information on infected hosts,T1005
Manipulates registry,T1112
decrypting and executing the shellcode,T1140
decrypt the payload,T1140
The decrypted payload,T1140
decrypts a shellcode,T1140
performed through the CryptUnprotectData API function,T1106
an encrypted shellcode payload.,T1027
Encrypts a provided payload,T1027
DLLs with the names ualapi.dll and ncobjapi.dll being sideloaded,T1574.002
"collects system information and browser history, then sends it to the C2 server.",T1041
downloads an infostealer and starts it.,T1105
Performs payload injections through syscalls via mapping a shellcode to a remote process and creating a remote thread.,T1055
The driver collects information about installed AV filters,T1518.001
Connects to a given host via a socket and waits for the server to send data.,T1095
"Manipulates (creates, lists, starts, stops and deletes) services.",T1543.003
attackers placed,T1105
attackers placed,T1105
administrator credentials,T1078
compromised administrative [T1078.001] accounts,T1078
user,T1078
Access to valid,T1078
locate high value assets in order to exfiltrate data,T1005
Spearphishing emails with malicious attachments,T1566.001
attached to spearphishing emails,T1566.001
exploitation of public-facing applications,T1190
User execution [T1204] of malicious files,T1204.002
steganography [T1027.003] to hide stolen data inside other files stored on GitHub,T1027
multi-hop proxies,T1090
stage collected data locally,T1074.001
Exfiltration over C2 channel,T1041
encryption,T1027
24 different IP addresses in use,T1090
compromised devices that act as proxies for their C&C servers,T1090
"use some victims as proxies, or some vulnerable devices to forward communication to their real C&C servers.",T1090
phishing emails have similar topics and pretend to come from some of the same entities,T1566.001
"attachments used for phishing emails,",T1566.001
emails have a PDF document attached,T1566.001
PDF file attached,T1566.001
used emails with PDF or RTF files attached that contain a link to download malware,T1566.001
user must click to download the malware,T1204.002
manually extract the file and execute it,T1204.002
have attempted to get users to execute malicious files masquerading as documents,T1204.002
regular RAR archives that have an executable file inside.,T1027
contains several benign files that are written to disk (they are not part of NSIS binaries and they are not used at all by the installer) and two files that are malicious,T1027
reads a string (or binary data) from its resource section,T1027
reads data from its own resource section and decrypts a payload.,T1027
is read from an encrypted resource,T1027
two shellcodes contained in the compiled AutoIt script,T1027
"Read a binary from its resource section, write it to disk and execute it",T1027
variety of packers used for these executables,T1027
different variants of a packer,T1027
is packed with CyaX,T1027
is gzip-decompressed and executed,T1027
.NET packer known as CyaX,T1027
used an AutoIt packer that comes heavily obfuscated.,T1027
have used various layers of packers for obfuscating their droppers.,T1027
decrypting the payload,T1140
decrypting,T1140
decrypt,T1140
decrypts it,T1140
decrypts another executable,T1140
a string that will be decrypted,T1140
"decrypts the array by doing a single-byte XOR operation, cycling through the key",T1140
decryption of the payload is based on XOR operations,T1140
decrypt the payload,T1140
a single-byte XOR algorithm.,T1140
decrypt the payload,T1140
have used various encryption algorithms in their droppers to hide strings and payloads,T1140
injecting it into legitimate processes.,T1055
be injected into a new process or loaded in the same process space,T1055
"injected into a different process,",T1055
injection of the payload,T1055
performs the injection and execution of the payload,T1055
inject it into some process,T1055
shellcode with RunPE code is used to perform the injection,T1055
RAR archive is downloaded,T1027
compressed archives,T1027
"layers of encryption, obfuscation or anti-analysis",T1027
"was hiding in non-malicious code,",T1027
encrypted resource and XORed with a hardcoded password,T1027
encrypted with this same XOR-based algorithm,T1027
DLL is run with rundll32,T1218.011
uses steganography,T1027
reads pixels from an image contained in the first binary,T1027
"stores every pixel as three numbers according to its red, green and blue components",T1027
have used packers that read pixel data from images contained in PE files’ resource sections and build the next layer of execution from the data,T1027
DLL that will be loaded and called in the same address space,T1055
performs the injection is contained in an array and is dynamically loaded.,T1055
disabling Windows Defender,T1562.001
"have used CyaX packer, which can disable Windows Defender.",T1562.001
checking for security products,T1518.001
used droppers that check for security software present in a victim’s computer,T1518.001
loaded with VirtualAlloc and executed,T1106
"used API calls in their droppers, such as CreateProcessA, WriteProcessMemory and ResumeThread, to load and execute shellcode in memory",T1106
created in the Startup folder to execute the script.,T1547.001
used RATs that persist by creating a Run registry key or by creating a copy of the malware in the Startup folder,T1547.001
Delete the dropper executable,T1070.004
have used malware that deletes itself from the system,T1070.004
Download and execute files,T1105
ability to download and execute other malware,T1105
uploading and downloading files,T1105
keylogging,T1056.001
keylogging,T1056.001
"keylogging,",T1056.001
used various RATs that have keylogging capabilities,T1056.001
screen capture,T1113
taking screenshots,T1113
used various RATs that can capture screenshots of victim machines,T1113
exfiltration of files,T1041
used various RATs that exfiltrate data over the same channel used for C&C,T1041
used RATs that can launch a command she will for executing commands.,T1059.003
have used scheduled tasks in their droppers and payloads to achieve persistence,T1053.005
used RATs that implement UAC bypassing.,T1548.002
"have used RATs that allow full access to the Registry,",T1112
have used droppers that inject the payload into legitimate processes,T1055
used various RATs that can browse file systems,T1083
used various RATs with modules that show running processes,T1057
used various RATs that can read the Registry.,T1012
used various RATs that gather system information such as computer name and operating system during the initial infection,T1082
