"Time","No.","Source","Destination","Protocol","Length","Info"
"7.100940","180","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=115239 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.101366","181","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=879 Ack=116545 Win=65300 Len=0"
"7.101043","182","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=116545 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.101509","183","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=117851 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.101617","184","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=879 Ack=119157 Win=65300 Len=0"
"7.104722","185","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=119157 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.105320","186","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=120463 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.105576","187","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=879 Ack=121769 Win=65300 Len=0"
"7.105769","188","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=121769 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.105783","189","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=123075 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.105928","190","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=879 Ack=124381 Win=65300 Len=0"
"7.106176","191","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=124381 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.106202","192","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=125687 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.106314","193","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=879 Ack=126993 Win=65300 Len=0"
"7.106515","194","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=126993 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.106727","195","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=128299 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.106828","196","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=879 Ack=129605 Win=65300 Len=0"
"7.106946","197","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=129605 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.107350","198","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=130911 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.107638","199","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=879 Ack=132217 Win=65300 Len=0"
"7.107764","200","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=132217 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.107927","201","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=133523 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.108006","202","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=879 Ack=134829 Win=65300 Len=0"
"7.108233","203","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=134829 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.109714","204","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=136135 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.110168","205","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=879 Ack=137441 Win=65300 Len=0"
"7.128306","206","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=137441 Ack=879 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"7.128586","207","142.251.10.101","192.168.232.2","HTTP","364","HTTP/1.1 200 OK  (text/javascript)"
"7.128666","208","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=879 Ack=139057 Win=65300 Len=0"
"8.053054","209","192.168.232.2","142.251.10.101","HTTP","493","GET /sdk-core-v40.js HTTP/1.1 "
"8.053404","210","142.251.10.101","192.168.232.2","TCP","54","80  >  55679 [ACK] Seq=139057 Ack=1318 Win=8760 Len=0"
"8.171568","211","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=139057 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.171966","212","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=140363 Win=65300 Len=0"
"8.172043","213","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=140363 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.172107","214","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=141669 Win=65300 Len=0"
"8.172052","215","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=141669 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.172165","216","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=142975 Win=65300 Len=0"
"8.176148","217","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=142975 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.176846","218","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=144415 Win=65300 Len=0"
"8.176363","219","142.251.10.101","192.168.232.2","TCP","1226","80  >  55679 [PSH, ACK] Seq=144415 Ack=1318 Win=8760 Len=1172 [TCP segment of a reassembled PDU]"
"8.177133","220","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=145587 Win=65300 Len=0"
"8.176400","221","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=145587 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.177215","222","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=146893 Win=65300 Len=0"
"8.176420","223","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=146893 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.177305","224","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=148199 Win=65300 Len=0"
"8.177670","225","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=148199 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.177831","226","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=149639 Win=65300 Len=0"
"8.177698","227","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=149639 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.177892","228","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=151079 Win=65300 Len=0"
"8.177704","229","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=151079 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.177941","230","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=152519 Win=65300 Len=0"
"8.177709","231","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=152519 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.177989","232","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=153959 Win=65300 Len=0"
"8.177731","233","142.251.10.101","192.168.232.2","TCP","824","80  >  55679 [PSH, ACK] Seq=153959 Ack=1318 Win=8760 Len=770 [TCP segment of a reassembled PDU]"
"8.178028","234","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=154729 Win=65300 Len=0"
"8.180688","235","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=154729 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.180955","236","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=156035 Win=65300 Len=0"
"8.180760","237","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=156035 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.181075","238","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=157341 Win=65300 Len=0"
"8.180765","239","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=157341 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.181146","240","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=158647 Win=65300 Len=0"
"8.181447","241","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=158647 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.181533","242","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=159953 Win=65300 Len=0"
"8.181460","243","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=159953 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.181464","244","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=161259 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.181691","245","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=162565 Win=65300 Len=0"
"8.182118","246","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=162565 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.183095","247","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=163871 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.183216","248","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=165177 Win=65300 Len=0"
"8.185493","249","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=165177 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.185573","250","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=166483 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.186217","251","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=167789 Win=65300 Len=0"
"8.186339","252","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=167789 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.186357","253","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=169095 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.186819","254","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=170401 Win=65300 Len=0"
"8.187982","255","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=170401 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.188053","256","142.251.10.101","192.168.232.2","TCP","1226","80  >  55679 [PSH, ACK] Seq=171841 Ack=1318 Win=8760 Len=1172 [TCP segment of a reassembled PDU]"
"8.188317","257","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=173013 Win=65300 Len=0"
"8.188060","258","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=173013 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.188067","259","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=174453 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.188533","260","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=175893 Win=65300 Len=0"
"8.188073","261","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=175893 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.188078","262","142.251.10.101","192.168.232.2","TCP","958","80  >  55679 [PSH, ACK] Seq=177333 Ack=1318 Win=8760 Len=904 [TCP segment of a reassembled PDU]"
"8.188689","263","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=178237 Win=65300 Len=0"
"8.189006","264","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=178237 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.189775","265","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=179543 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.189969","266","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=180849 Win=65300 Len=0"
"8.204123","267","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=180849 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.204823","268","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=182155 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.205053","269","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=183461 Win=65300 Len=0"
"8.207846","270","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=183461 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.208261","271","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=184767 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.208408","272","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=186073 Win=65300 Len=0"
"8.212750","273","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=186073 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.212802","274","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=187513 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.213287","275","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=188953 Win=65300 Len=0"
"8.212808","276","142.251.10.101","192.168.232.2","TCP","1092","80  >  55679 [PSH, ACK] Seq=188953 Ack=1318 Win=8760 Len=1038 [TCP segment of a reassembled PDU]"
"8.213632","277","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=189991 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.213789","278","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=189991 Win=65300 Len=0"
"8.213981","279","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=191297 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.214162","280","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=192737 Win=65300 Len=0"
"8.214001","281","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=192737 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.214008","282","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=194177 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.214440","283","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=195617 Win=65300 Len=0"
"8.214014","284","142.251.10.101","192.168.232.2","TCP","958","80  >  55679 [PSH, ACK] Seq=195617 Ack=1318 Win=8760 Len=904 [TCP segment of a reassembled PDU]"
"8.214738","285","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=196521 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.214779","286","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=197961 Win=65300 Len=0"
"8.214750","287","142.251.10.101","192.168.232.2","TCP","1226","80  >  55679 [PSH, ACK] Seq=197961 Ack=1318 Win=8760 Len=1172 [TCP segment of a reassembled PDU]"
"8.215774","288","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=199133 Win=65300 Len=0"
"8.217849","289","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=199133 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.218755","290","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=200439 Win=65300 Len=0"
"8.219062","291","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=200439 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.219386","292","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=201745 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.219567","293","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=203051 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.223513","294","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=204357 Ack=1318 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.225468","295","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=203051 Win=65300 Len=0"
"8.225581","296","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=205663 Win=65300 Len=0"
"8.225820","297","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=205663 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.225836","298","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=207103 Ack=1318 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.225941","299","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=208543 Win=65300 Len=0"
"8.225841","300","142.251.10.101","192.168.232.2","HTTP","96","HTTP/1.1 200 OK  (text/javascript)"
"8.227968","301","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1318 Ack=208585 Win=65300 Len=0"
"8.415964","302","192.168.232.2","142.251.10.101","HTTP","493","GET /sdk-core-v40.js HTTP/1.1 "
"8.416515","303","142.251.10.101","192.168.232.2","TCP","54","80  >  55679 [ACK] Seq=208585 Ack=1757 Win=8760 Len=0"
"8.536907","304","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=208585 Ack=1757 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.537285","305","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=209891 Win=65300 Len=0"
"8.537993","306","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=209891 Ack=1757 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.538196","307","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=211197 Win=65300 Len=0"
"8.538051","308","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=211197 Ack=1757 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.538326","309","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=212503 Win=65300 Len=0"
"8.538056","310","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=212503 Ack=1757 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.538534","311","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=213809 Win=65300 Len=0"
"8.538061","312","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=213809 Ack=1757 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.538709","313","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=215115 Win=65300 Len=0"
"8.539246","314","142.251.10.101","192.168.232.2","TCP","1494","80  >  55679 [ACK] Seq=215115 Ack=1757 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"8.539517","315","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=216555 Win=65300 Len=0"
"8.539326","316","142.251.10.101","192.168.232.2","TCP","1226","80  >  55679 [PSH, ACK] Seq=216555 Ack=1757 Win=8760 Len=1172 [TCP segment of a reassembled PDU]"
"8.539645","317","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=217727 Win=65300 Len=0"
"8.541789","318","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=217727 Ack=1757 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.542161","319","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=219033 Win=65300 Len=0"
"8.541857","320","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=219033 Ack=1757 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.542307","321","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=220339 Win=65300 Len=0"
"8.544089","322","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=220339 Ack=1757 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.544668","323","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=221645 Win=65300 Len=0"
"8.544163","324","142.251.10.101","192.168.232.2","TCP","1360","80  >  55679 [PSH, ACK] Seq=221645 Ack=1757 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"8.544838","325","192.168.232.2","142.251.10.101","TCP","54","55679  >  80 [ACK] Seq=1757 Ack=222951 Win=65300 Len=0"
